work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,is_outlier,seniority,work_setting,company_size_label,job_category,salary_band
2022,MI,FT,DATA ENGINEER,63900,USD,63900,US,0,US,M,0,MID,On-site,Medium,Data Engineering,50K-100K
2022,MI,FT,MACHINE LEARNING SCIENTIST,160000,USD,160000,US,100,US,L,0,MID,Remote,Large,Machine Learning,150K-200K
2022,MI,FT,MACHINE LEARNING SCIENTIST,112300,USD,112300,US,100,US,L,0,MID,Remote,Large,Machine Learning,100K-150K
2022,MI,FT,DATA SCIENCE MANAGER,241000,USD,241000,US,100,US,M,0,MID,Remote,Medium,Data Science,200K+
2022,MI,FT,DATA SCIENCE MANAGER,159000,USD,159000,US,100,US,M,0,MID,Remote,Medium,Data Science,150K-200K
2022,SE,FT,DATA SCIENTIST,180000,USD,180000,US,0,US,M,0,SENIOR,On-site,Medium,Data Science,150K-200K
2022,SE,FT,DATA SCIENTIST,80000,USD,80000,US,0,US,M,0,SENIOR,On-site,Medium,Data Science,50K-100K
2022,MI,FT,DATA ENGINEER,82900,USD,82900,US,0,US,M,0,MID,On-site,Medium,Data Engineering,50K-100K
2022,SE,FT,DATA ENGINEER,100800,USD,100800,US,100,US,L,0,SENIOR,Remote,Large,Data Engineering,100K-150K
2022,MI,FT,DATA ENGINEER,45000,EUR,49461,ES,100,ES,M,0,MID,Remote,Medium,Data Engineering,<50K
2022,SE,FT,DATA SCIENTIST,140400,USD,140400,US,0,US,L,0,SENIOR,On-site,Large,Data Science,100K-150K
2022,MI,FT,DATA ANALYST,30000,GBP,39263,GB,100,GB,M,0,MID,Remote,Medium,Data Analytics,<50K
2022,MI,FT,DATA ANALYST,40000,EUR,43966,ES,100,ES,M,0,MID,Remote,Medium,Data Analytics,<50K
2022,MI,FT,DATA ANALYST,30000,EUR,32974,ES,100,ES,M,0,MID,Remote,Medium,Data Analytics,<50K
2022,MI,FT,DATA ENGINEER,80000,EUR,87932,ES,100,ES,M,0,MID,Remote,Medium,Data Engineering,50K-100K
2022,MI,FT,DATA ENGINEER,70000,EUR,76940,ES,100,ES,M,0,MID,Remote,Medium,Data Engineering,50K-100K
2022,MI,FT,DATA ENGINEER,80000,GBP,104702,GB,100,GB,M,0,MID,Remote,Medium,Data Engineering,100K-150K
2022,MI,FT,DATA ENGINEER,70000,GBP,91614,GB,100,GB,M,0,MID,Remote,Medium,Data Engineering,50K-100K
2022,MI,FT,DATA ENGINEER,60000,EUR,65949,ES,100,ES,M,0,MID,Remote,Medium,Data Engineering,50K-100K
2022,MI,FT,DATA ENGINEER,80000,EUR,87932,GR,100,GR,M,0,MID,Remote,Medium,Data Engineering,50K-100K
2022,SE,FT,MACHINE LEARNING ENGINEER,189650,USD,189650,US,0,US,M,0,SENIOR,On-site,Medium,Machine Learning,150K-200K
2022,SE,FT,MACHINE LEARNING ENGINEER,164996,USD,164996,US,0,US,M,0,SENIOR,On-site,Medium,Machine Learning,150K-200K
2022,MI,FT,DATA ANALYST,40000,EUR,43966,GR,100,GR,M,0,MID,Remote,Medium,Data Analytics,<50K
2022,MI,FT,DATA ANALYST,30000,EUR,32974,GR,100,GR,M,0,MID,Remote,Medium,Data Analytics,<50K
2022,MI,FT,DATA ENGINEER,75000,GBP,98158,GB,100,GB,M,0,MID,Remote,Medium,Data Engineering,50K-100K
2022,MI,FT,DATA ENGINEER,60000,GBP,78526,GB,100,GB,M,0,MID,Remote,Medium,Data Engineering,50K-100K
2022,SE,FT,DATA SCIENTIST,215300,USD,215300,US,0,US,L,0,SENIOR,On-site,Large,Data Science,200K+
2022,MI,FT,DATA ENGINEER,70000,EUR,76940,GR,100,GR,M,0,MID,Remote,Medium,Data Engineering,50K-100K
2022,SE,FT,DATA ENGINEER,209100,USD,209100,US,100,US,L,0,SENIOR,Remote,Large,Data Engineering,200K+
2022,SE,FT,DATA ENGINEER,154600,USD,154600,US,100,US,L,0,SENIOR,Remote,Large,Data Engineering,150K-200K
2022,SE,FT,DATA ENGINEER,180000,USD,180000,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,150K-200K
2022,EN,FT,ML ENGINEER,20000,EUR,21983,PT,100,PT,L,0,JUNIOR,Remote,Large,Machine Learning,<50K
2022,SE,FT,DATA ENGINEER,80000,USD,80000,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,50K-100K
2022,MI,FT,MACHINE LEARNING DEVELOPER,100000,CAD,78791,CA,100,CA,M,0,MID,Remote,Medium,Machine Learning,50K-100K
2022,EX,FT,DIRECTOR OF DATA SCIENCE,250000,CAD,196979,CA,50,CA,L,0,EXECUTIVE,Hybrid,Large,Data Science,150K-200K
2022,MI,FT,MACHINE LEARNING ENGINEER,120000,USD,120000,US,100,US,S,0,MID,Remote,Small,Machine Learning,100K-150K
2022,EN,FT,COMPUTER VISION ENGINEER,125000,USD,125000,US,0,US,M,0,JUNIOR,On-site,Medium,Other,100K-150K
2022,MI,FT,NLP ENGINEER,240000,CNY,37236,US,50,US,L,0,MID,Hybrid,Large,Other,<50K
2022,SE,FT,DATA ENGINEER,105000,USD,105000,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,100K-150K
2022,SE,FT,LEAD MACHINE LEARNING ENGINEER,80000,EUR,87932,DE,0,DE,M,0,SENIOR,On-site,Medium,Machine Learning,50K-100K
2022,MI,FT,BUSINESS DATA ANALYST,1400000,INR,18442,IN,100,IN,M,0,MID,Remote,Medium,Data Analytics,<50K
2022,MI,FT,DATA SCIENTIST,2400000,INR,31615,IN,100,IN,L,0,MID,Remote,Large,Data Science,<50K
2022,MI,FT,MACHINE LEARNING INFRASTRUCTURE ENGINEER,53000,EUR,58255,PT,50,PT,L,0,MID,Hybrid,Large,Machine Learning,50K-100K
2022,EN,FT,FINANCIAL DATA ANALYST,100000,USD,100000,US,50,US,L,0,JUNIOR,Hybrid,Large,Data Analytics,100K-150K
2022,MI,PT,DATA ENGINEER,50000,EUR,54957,DE,50,DE,L,0,MID,Hybrid,Large,Data Engineering,50K-100K
2022,EN,FT,DATA SCIENTIST,1400000,INR,18442,IN,100,IN,M,0,JUNIOR,Remote,Medium,Data Science,<50K
2022,SE,FT,PRINCIPAL DATA SCIENTIST,148000,EUR,162674,DE,100,DE,M,0,SENIOR,Remote,Medium,Data Science,150K-200K
2022,EN,FT,DATA ENGINEER,120000,USD,120000,US,100,US,M,0,JUNIOR,Remote,Medium,Data Engineering,100K-150K
2022,SE,FT,RESEARCH SCIENTIST,144000,USD,144000,US,50,US,L,0,SENIOR,Hybrid,Large,Research,100K-150K
2022,SE,FT,DATA SCIENTIST,104890,USD,104890,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,100K-150K
2022,SE,FT,DATA ENGINEER,100000,USD,100000,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,100K-150K
2022,SE,FT,DATA SCIENTIST,140000,USD,140000,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,100K-150K
2022,MI,FT,DATA ANALYST,135000,USD,135000,US,100,US,M,0,MID,Remote,Medium,Data Analytics,100K-150K
2022,MI,FT,DATA ANALYST,50000,USD,50000,US,100,US,M,0,MID,Remote,Medium,Data Analytics,50K-100K
2022,SE,FT,DATA SCIENTIST,220000,USD,220000,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,200K+
2022,SE,FT,DATA SCIENTIST,140000,USD,140000,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,100K-150K
2022,MI,FT,DATA SCIENTIST,140000,GBP,183228,GB,0,GB,M,0,MID,On-site,Medium,Data Science,150K-200K
2022,MI,FT,DATA SCIENTIST,70000,GBP,91614,GB,0,GB,M,0,MID,On-site,Medium,Data Science,50K-100K
2022,SE,FT,DATA SCIENTIST,185100,USD,185100,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,150K-200K
2022,SE,FT,MACHINE LEARNING ENGINEER,220000,USD,220000,US,100,US,M,0,SENIOR,Remote,Medium,Machine Learning,200K+
2022,MI,FT,DATA SCIENTIST,200000,USD,200000,US,100,US,M,0,MID,Remote,Medium,Data Science,200K+
2022,MI,FT,DATA SCIENTIST,120000,USD,120000,US,100,US,M,0,MID,Remote,Medium,Data Science,100K-150K
2022,SE,FT,MACHINE LEARNING ENGINEER,120000,USD,120000,AE,100,AE,S,0,SENIOR,Remote,Small,Machine Learning,100K-150K
2022,SE,FT,MACHINE LEARNING ENGINEER,65000,USD,65000,AE,100,AE,S,0,SENIOR,Remote,Small,Machine Learning,50K-100K
2022,EX,FT,DATA ENGINEER,324000,USD,324000,US,100,US,M,0,EXECUTIVE,Remote,Medium,Data Engineering,200K+
2022,EX,FT,DATA ENGINEER,216000,USD,216000,US,100,US,M,0,EXECUTIVE,Remote,Medium,Data Engineering,200K+
2022,SE,FT,DATA ENGINEER,210000,USD,210000,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,200K+
2022,SE,FT,MACHINE LEARNING ENGINEER,120000,USD,120000,US,100,US,M,0,SENIOR,Remote,Medium,Machine Learning,100K-150K
2022,SE,FT,DATA SCIENTIST,230000,USD,230000,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,200K+
2022,EN,PT,DATA SCIENTIST,100000,USD,100000,DZ,50,DZ,M,0,JUNIOR,Hybrid,Medium,Data Science,100K-150K
2022,MI,FL,DATA SCIENTIST,100000,USD,100000,CA,100,US,M,0,MID,Remote,Medium,Data Science,100K-150K
2022,EN,CT,APPLIED MACHINE LEARNING SCIENTIST,29000,EUR,31875,TN,100,CZ,M,0,JUNIOR,Remote,Medium,Machine Learning,<50K
2022,SE,FT,HEAD OF DATA,200000,USD,200000,MY,100,US,M,0,SENIOR,Remote,Medium,Management,200K+
2022,MI,FT,PRINCIPAL DATA ANALYST,75000,USD,75000,CA,100,CA,S,0,MID,Remote,Small,Data Analytics,50K-100K
2022,MI,FT,DATA SCIENTIST,150000,PLN,35590,PL,100,PL,L,0,MID,Remote,Large,Data Science,<50K
2022,SE,FT,MACHINE LEARNING DEVELOPER,100000,CAD,78791,CA,100,CA,M,0,SENIOR,Remote,Medium,Machine Learning,50K-100K
2022,SE,FT,DATA SCIENTIST,100000,USD,100000,BR,100,US,M,0,SENIOR,Remote,Medium,Data Science,100K-150K
2022,MI,FT,MACHINE LEARNING SCIENTIST,153000,USD,153000,US,50,US,M,0,MID,Hybrid,Medium,Machine Learning,150K-200K
2022,EN,FT,DATA ENGINEER,52800,EUR,58035,PK,100,DE,M,0,JUNIOR,Remote,Medium,Data Engineering,50K-100K
2022,SE,FT,DATA SCIENTIST,165000,USD,165000,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,150K-200K
2022,SE,FT,RESEARCH SCIENTIST,85000,EUR,93427,FR,50,FR,L,0,SENIOR,Hybrid,Large,Research,50K-100K
2022,EN,FT,DATA SCIENTIST,66500,CAD,52396,CA,100,CA,L,0,JUNIOR,Remote,Large,Data Science,50K-100K
2022,SE,FT,MACHINE LEARNING ENGINEER,57000,EUR,62651,NL,100,NL,L,0,SENIOR,Remote,Large,Machine Learning,50K-100K
2022,MI,FT,HEAD OF DATA,30000,EUR,32974,EE,100,EE,S,0,MID,Remote,Small,Management,<50K
2022,EN,FT,DATA SCIENTIST,40000,USD,40000,JP,100,MY,L,0,JUNIOR,Remote,Large,Data Science,<50K
2022,MI,FT,MACHINE LEARNING ENGINEER,121000,AUD,87425,AU,100,AU,L,0,MID,Remote,Large,Machine Learning,50K-100K
2022,SE,FT,DATA ENGINEER,115000,USD,115000,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,100K-150K
2022,EN,FT,DATA SCIENTIST,120000,AUD,86703,AU,50,AU,M,0,JUNIOR,Hybrid,Medium,Data Science,50K-100K
2022,MI,FT,APPLIED MACHINE LEARNING SCIENTIST,75000,USD,75000,BO,100,US,L,0,MID,Remote,Large,Machine Learning,50K-100K
2022,MI,FT,RESEARCH SCIENTIST,59000,EUR,64849,AT,0,AT,L,0,MID,On-site,Large,Research,50K-100K
2022,EN,FT,RESEARCH SCIENTIST,120000,USD,120000,US,100,US,L,0,JUNIOR,Remote,Large,Research,100K-150K
2022,MI,FT,APPLIED DATA SCIENTIST,157000,USD,157000,US,100,US,L,0,MID,Remote,Large,Data Science,150K-200K
2022,EN,FT,COMPUTER VISION SOFTWARE ENGINEER,150000,USD,150000,AU,100,AU,S,0,JUNIOR,Remote,Small,Other,150K-200K
2022,MI,FT,BUSINESS DATA ANALYST,90000,CAD,70912,CA,50,CA,L,0,MID,Hybrid,Large,Data Analytics,50K-100K
2022,EN,FT,DATA ENGINEER,65000,USD,65000,US,100,US,S,0,JUNIOR,Remote,Small,Data Engineering,50K-100K
2022,SE,FT,MACHINE LEARNING ENGINEER,65000,EUR,71444,IE,100,IE,S,0,SENIOR,Remote,Small,Machine Learning,50K-100K
2022,EN,FT,DATA ANALYTICS ENGINEER,20000,USD,20000,PK,0,PK,M,0,JUNIOR,On-site,Medium,Other,<50K
2022,MI,FT,DATA SCIENTIST,48000,USD,48000,RU,100,US,S,0,MID,Remote,Small,Data Science,<50K
2022,SE,FT,DATA SCIENCE MANAGER,152500,USD,152500,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,150K-200K
2022,MI,FT,DATA ENGINEER,62000,EUR,68147,FR,100,FR,M,0,MID,Remote,Medium,Data Engineering,50K-100K
2022,MI,FT,DATA SCIENTIST,115000,CHF,122346,CH,0,CH,L,0,MID,On-site,Large,Data Science,100K-150K
2022,SE,FT,APPLIED DATA SCIENTIST,380000,USD,380000,US,100,US,L,0,SENIOR,Remote,Large,Data Science,200K+
2022,MI,FT,DATA SCIENTIST,88000,CAD,69336,CA,100,CA,M,0,MID,Remote,Medium,Data Science,50K-100K
2022,EN,FT,COMPUTER VISION ENGINEER,10000,USD,10000,PT,100,LU,M,0,JUNIOR,Remote,Medium,Other,<50K
2022,MI,FT,DATA ANALYST,20000,USD,20000,GR,100,GR,S,0,MID,Remote,Small,Data Analytics,<50K
2022,SE,FT,DATA ANALYTICS LEAD,405000,USD,405000,US,100,US,L,0,SENIOR,Remote,Large,Other,200K+
2022,MI,FT,DATA SCIENTIST,135000,USD,135000,US,100,US,L,0,MID,Remote,Large,Data Science,100K-150K
2022,SE,FT,APPLIED DATA SCIENTIST,177000,USD,177000,US,100,US,L,0,SENIOR,Remote,Large,Data Science,150K-200K
2022,MI,FT,DATA SCIENTIST,78000,USD,78000,US,100,US,M,0,MID,Remote,Medium,Data Science,50K-100K
2022,SE,FT,DATA ANALYST,135000,USD,135000,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,100K-150K
2022,SE,FT,DATA ANALYST,100000,USD,100000,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,100K-150K
2022,SE,FT,DATA ANALYST,90320,USD,90320,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,50K-100K
2022,MI,FT,DATA ANALYST,85000,USD,85000,CA,0,CA,M,0,MID,On-site,Medium,Data Analytics,50K-100K
2022,MI,FT,DATA ANALYST,75000,USD,75000,CA,0,CA,M,0,MID,On-site,Medium,Data Analytics,50K-100K
2022,SE,FT,MACHINE LEARNING ENGINEER,214000,USD,214000,US,100,US,M,0,SENIOR,Remote,Medium,Machine Learning,200K+
2022,SE,FT,MACHINE LEARNING ENGINEER,192600,USD,192600,US,100,US,M,0,SENIOR,Remote,Medium,Machine Learning,150K-200K
2022,SE,FT,DATA ARCHITECT,266400,USD,266400,US,100,US,M,0,SENIOR,Remote,Medium,Other,200K+
2022,SE,FT,DATA ARCHITECT,213120,USD,213120,US,100,US,M,0,SENIOR,Remote,Medium,Other,200K+
2022,SE,FT,DATA ANALYST,112900,USD,112900,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,100K-150K
2022,SE,FT,DATA ENGINEER,155000,USD,155000,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,150K-200K
2022,MI,FT,DATA SCIENTIST,141300,USD,141300,US,0,US,M,0,MID,On-site,Medium,Data Science,100K-150K
2022,MI,FT,DATA SCIENTIST,102100,USD,102100,US,0,US,M,0,MID,On-site,Medium,Data Science,100K-150K
2022,SE,FT,DATA ANALYST,115934,USD,115934,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,100K-150K
2022,SE,FT,DATA ANALYST,81666,USD,81666,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,50K-100K
2022,MI,FT,DATA ENGINEER,206699,USD,206699,US,0,US,M,0,MID,On-site,Medium,Data Engineering,200K+
2022,MI,FT,DATA ENGINEER,99100,USD,99100,US,0,US,M,0,MID,On-site,Medium,Data Engineering,50K-100K
2022,SE,FT,DATA ENGINEER,130000,USD,130000,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,100K-150K
2022,SE,FT,DATA ENGINEER,115000,USD,115000,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,100K-150K
2022,SE,FT,DATA ENGINEER,110500,USD,110500,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,100K-150K
2022,SE,FT,DATA ENGINEER,130000,USD,130000,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,100K-150K
2022,SE,FT,DATA ANALYST,99050,USD,99050,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,50K-100K
2022,SE,FT,DATA ENGINEER,160000,USD,160000,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,150K-200K
2022,SE,FT,DATA SCIENTIST,205300,USD,205300,US,0,US,L,0,SENIOR,On-site,Large,Data Science,200K+
2022,SE,FT,DATA SCIENTIST,140400,USD,140400,US,0,US,L,0,SENIOR,On-site,Large,Data Science,100K-150K
2022,SE,FT,DATA SCIENTIST,176000,USD,176000,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,150K-200K
2022,SE,FT,DATA SCIENTIST,144000,USD,144000,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,100K-150K
2022,SE,FT,DATA ENGINEER,200100,USD,200100,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,200K+
2022,SE,FT,DATA ENGINEER,160000,USD,160000,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,150K-200K
2022,SE,FT,DATA ENGINEER,145000,USD,145000,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,100K-150K
2022,SE,FT,DATA ENGINEER,70500,USD,70500,US,0,US,M,0,SENIOR,On-site,Medium,Data Engineering,50K-100K
2022,SE,FT,DATA SCIENTIST,205300,USD,205300,US,0,US,M,0,SENIOR,On-site,Medium,Data Science,200K+
2022,SE,FT,DATA SCIENTIST,140400,USD,140400,US,0,US,M,0,SENIOR,On-site,Medium,Data Science,100K-150K
2022,SE,FT,ANALYTICS ENGINEER,205300,USD,205300,US,0,US,M,0,SENIOR,On-site,Medium,Other,200K+
2022,SE,FT,ANALYTICS ENGINEER,184700,USD,184700,US,0,US,M,0,SENIOR,On-site,Medium,Other,150K-200K
2022,SE,FT,DATA ENGINEER,175100,USD,175100,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,150K-200K
2022,SE,FT,DATA ENGINEER,140250,USD,140250,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,100K-150K
2022,SE,FT,DATA ANALYST,116150,USD,116150,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,100K-150K
2022,SE,FT,DATA ENGINEER,54000,USD,54000,US,0,US,M,0,SENIOR,On-site,Medium,Data Engineering,50K-100K
2022,SE,FT,DATA ANALYST,170000,USD,170000,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,150K-200K
2022,MI,FT,DATA ANALYST,50000,GBP,65438,GB,0,GB,M,0,MID,On-site,Medium,Data Analytics,50K-100K
2022,SE,FT,DATA ANALYST,80000,USD,80000,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,50K-100K
2022,SE,FT,DATA SCIENTIST,140000,USD,140000,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,100K-150K
2022,SE,FT,DATA SCIENTIST,210000,USD,210000,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,200K+
2022,SE,FT,DATA SCIENTIST,140000,USD,140000,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,100K-150K
2022,SE,FT,DATA ANALYST,100000,USD,100000,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,100K-150K
2022,SE,FT,DATA ANALYST,69000,USD,69000,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,50K-100K
2022,SE,FT,DATA SCIENTIST,210000,USD,210000,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,200K+
2022,SE,FT,DATA SCIENTIST,140000,USD,140000,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,100K-150K
2022,SE,FT,DATA SCIENTIST,210000,USD,210000,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,200K+
2022,SE,FT,DATA ANALYST,150075,USD,150075,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,150K-200K
2022,SE,FT,DATA ENGINEER,100000,USD,100000,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,100K-150K
2022,SE,FT,DATA ENGINEER,25000,USD,25000,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,<50K
2022,SE,FT,DATA ANALYST,126500,USD,126500,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,100K-150K
2022,SE,FT,DATA ANALYST,106260,USD,106260,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,100K-150K
2022,SE,FT,DATA ENGINEER,220110,USD,220110,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,200K+
2022,SE,FT,DATA ENGINEER,160080,USD,160080,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,150K-200K
2022,SE,FT,DATA ANALYST,105000,USD,105000,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,100K-150K
2022,SE,FT,DATA ANALYST,110925,USD,110925,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,100K-150K
2022,MI,FT,DATA ANALYST,35000,GBP,45807,GB,0,GB,M,0,MID,On-site,Medium,Data Analytics,<50K
2022,SE,FT,DATA SCIENTIST,140000,USD,140000,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,100K-150K
2022,SE,FT,DATA ANALYST,99000,USD,99000,US,0,US,M,0,SENIOR,On-site,Medium,Data Analytics,50K-100K
2022,SE,FT,DATA ANALYST,60000,USD,60000,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,50K-100K
2022,SE,FT,DATA ARCHITECT,192564,USD,192564,US,100,US,M,0,SENIOR,Remote,Medium,Other,150K-200K
2022,SE,FT,DATA ARCHITECT,144854,USD,144854,US,100,US,M,0,SENIOR,Remote,Medium,Other,100K-150K
2022,SE,FT,DATA SCIENTIST,230000,USD,230000,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,200K+
2022,SE,FT,DATA SCIENTIST,150000,USD,150000,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,150K-200K
2022,SE,FT,DATA ANALYTICS MANAGER,150260,USD,150260,US,100,US,M,0,SENIOR,Remote,Medium,Management,150K-200K
2022,SE,FT,DATA ANALYTICS MANAGER,109280,USD,109280,US,100,US,M,0,SENIOR,Remote,Medium,Management,100K-150K
2022,SE,FT,DATA SCIENTIST,210000,USD,210000,US,100,US,M,0,SENIOR,Remote,Medium,Data Science,200K+
2022,SE,FT,DATA ANALYST,170000,USD,170000,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,150K-200K
2022,MI,FT,DATA SCIENTIST,160000,USD,160000,US,100,US,M,0,MID,Remote,Medium,Data Science,150K-200K
2022,MI,FT,DATA SCIENTIST,130000,USD,130000,US,100,US,M,0,MID,Remote,Medium,Data Science,100K-150K
2022,EN,FT,DATA ANALYST,67000,USD,67000,CA,0,CA,M,0,JUNIOR,On-site,Medium,Data Analytics,50K-100K
2022,EN,FT,DATA ANALYST,52000,USD,52000,CA,0,CA,M,0,JUNIOR,On-site,Medium,Data Analytics,50K-100K
2022,SE,FT,DATA ENGINEER,154000,USD,154000,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,150K-200K
2022,SE,FT,DATA ENGINEER,126000,USD,126000,US,100,US,M,0,SENIOR,Remote,Medium,Data Engineering,100K-150K
2022,SE,FT,DATA ANALYST,129000,USD,129000,US,0,US,M,0,SENIOR,On-site,Medium,Data Analytics,100K-150K
2022,SE,FT,DATA ANALYST,150000,USD,150000,US,100,US,M,0,SENIOR,Remote,Medium,Data Analytics,150K-200K
2022,MI,FT,AI SCIENTIST,200000,USD,200000,IN,100,US,L,0,MID,Remote,Large,AI/ML,200K+
